epoch,training_loss,training_rmse,validation_loss,validation_rmse,validation_mae,validation_mape,cvalidation_rmse,cvalidation_mae,cvalidation_mape,validation_conAccuracy,validation_nonconAccuracy,test_rmse,test_mae,test_mape,ctest_rmse,ctest_mae,ctest_mape,test_conAccuracy,test_nonconAccuracy
0,293.0038760751486,4.021481060327608,31.290905691683292,3.470960115634027,1.4202950621818693,0.031639684656774046,3.571546896413581,1.470698033252717,0.03388741456763956,85.99168292482197,82.67772641733507,3.387928918056194,1.390847285914238,0.03077037508501005,3.5571458154124183,1.466255205879594,0.033758989560551365,86.02289679352111,83.41032715079888
1,206.19564833119512,3.2916098168732186,29.567016825079918,3.3059493884793256,1.3767155608515322,0.02992720551366968,3.424853296124536,1.4232111723312513,0.03200130822254609,86.55664373580942,83.67301262492464,3.231451540751675,1.3547245631952185,0.029212360724765598,3.3945736434432683,1.4180878907681407,0.03179411898176402,86.62913200692421,84.18318233947595
2,198.1292428597808,3.211880435118939,28.5005953758955,3.2577525086647636,1.331324043823779,0.029014799855800646,3.380931849914306,1.3786546298607927,0.03112206186441502,86.98508445365336,84.30014799115708,3.183118038796286,1.3114590765326382,0.028317142868117557,3.3483411705158717,1.3735660813622077,0.03089056520939819,87.05078654318969,84.73242537433734
3,193.5410079881549,3.1680432069003808,27.53527557477355,3.2006249883980766,1.292578584087298,0.028115851851546202,3.329431389234327,1.3402036575791874,0.030224265782128935,87.35785208386787,84.72813476330549,3.138066492960359,1.2747229473108868,0.027480229989476586,3.311557251434054,1.338406599908447,0.03009763601075746,87.38918445127534,85.21787791835739
4,189.9104925505817,3.1385898738453495,27.063015807420015,3.1762145559300303,1.2765706625788291,0.027833035786290292,3.2999874160721583,1.3244618814769495,0.029936368151504356,87.59119493810606,84.99031662799408,3.111048110931027,1.260013949787526,0.027198514195015556,3.279164177220963,1.323132562828781,0.029786650770267997,87.59818056189678,85.3889838197838
5,187.7062307521701,3.1177630151738946,26.887756410986185,3.181100905783777,1.2677066018919245,0.02794389015463691,3.3042865665632792,1.314086742926458,0.030077301359250293,87.63524929440413,85.05426342425959,3.1154784172268593,1.2512853359155576,0.027295457556566323,3.2928467904787695,1.3165987496951883,0.030015859145977205,87.59036762318196,85.46497971139985
6,185.22229610010982,3.0951382439917663,26.742920584976673,3.1717195461603382,1.2658260621562507,0.02786347931799414,3.2973263504926376,1.310608538596634,0.03002269312544141,87.6502568223738,85.0597445782252,3.1061207409848364,1.2487099705452915,0.027228095888664355,3.282826530007431,1.3117622294340163,0.02991409448281884,87.6462789658599,85.5368303725641
7,183.5943126268685,3.081321839546054,26.42353495210409,3.1373290257785995,1.2538461244569041,0.02744792098018451,3.2722967855878533,1.3036063872101094,0.02969858758740774,87.80420501251434,85.3616648091645,3.0737021286865525,1.2389149458608648,0.026815363769393523,3.2566364293307495,1.3039712178552845,0.029586658895240054,87.83330118634592,85.75721845825062
8,181.94927347451448,3.0676194866502766,26.328247413039207,3.1143606443816183,1.251679744689613,0.02722067544545377,3.2475878507225135,1.2999059557041792,0.029396132441981252,87.76450768046551,85.34750516141999,3.0572668603887685,1.2381786216333293,0.02663276636846024,3.243823728305278,1.302741504024265,0.02940193592259969,87.81230391354984,85.75054003141163
9,179.0917920805514,3.041146227099418,26.07485356554389,3.0994164018687402,1.2417582877837352,0.02698762970816164,3.2395202106613636,1.293870518386945,0.029268551693990293,87.86084632775473,85.56720808287504,3.048332495838433,1.2293427388681226,0.02644854621880998,3.230620359926665,1.2946242602257334,0.02919005509776264,87.94805372371984,85.89999861825652
10,177.81279372423887,3.029326291188646,25.985007509589195,3.080915977754421,1.2377793288676653,0.026811449295082144,3.2195914706648243,1.2887442600701133,0.02904837292599336,88.02931793205947,85.67774468784827,3.0241956571004955,1.2247957369197469,0.0262195786774257,3.2123900611448875,1.2912501421265927,0.028993742908550477,88.01275462245195,86.08745515090942
11,176.75269413366914,3.019291858355499,25.963875848799944,3.0958436118315107,1.2388037571583035,0.026870534548582844,3.222080124430873,1.2876698202766057,0.029009750991122227,87.95621674743299,85.52884000511575,3.033538563573335,1.2232307740155866,0.026243936849419273,3.207095904293906,1.2864707538527083,0.02890856878963492,88.04009990795382,85.97184927942078
12,175.67638274282217,3.0111779277289994,25.990867611020803,3.0866026924269936,1.2415596388745505,0.026730777979085504,3.2210746073073775,1.2896930418881327,0.02889338163962381,87.93201105715931,85.46991759998538,3.033538563573335,1.2232307740155866,0.026243936849419273,3.207095904293906,1.2864707538527083,0.02890856878963492,88.04009990795382,85.97184927942078
13,175.8646656870842,3.0121824101949315,26.017138551920652,3.0996081763561207,1.2375063094805026,0.02681003783177477,3.2489014259125693,1.290075249278369,0.029101875538483975,87.83131538562085,85.53112381926809,3.033538563573335,1.2232307740155866,0.026243936849419273,3.207095904293906,1.2864707538527083,0.02890856878963492,88.04009990795382,85.97184927942078
14,175.76839846000075,3.0108507522706436,25.937323439866304,3.0836202515330693,1.2367889308692481,0.026810658809051365,3.229871153664429,1.2867781039291846,0.02908637190947035,87.91700352918964,85.59598414119452,3.0283558976392206,1.2226973139041837,0.02622541604270059,3.221089159252725,1.2883175020251871,0.029018585650480502,87.92314998156635,85.90207123348242
15,174.8783559128642,3.001176149177446,26.002934332937002,3.0890251638851107,1.2384534666407017,0.026732714088052688,3.2277117224874003,1.2878020607664518,0.028927421213625987,87.90538479785828,85.63709279593664,3.0283558976392206,1.2226973139041837,0.02622541604270059,3.221089159252725,1.2883175020251871,0.029018585650480502,87.92314998156635,85.90207123348242
16,174.72996335849166,2.99955202913104,25.89613449946046,3.0819808641076025,1.237509436619751,0.026688021367653053,3.216581214822264,1.285988586886352,0.028823191294637673,87.97703364106835,85.7727513565856,3.0241769215788823,1.2237398514258964,0.0260892564464784,3.2023266965570825,1.2864940749955405,0.02874899509621227,87.98345610227136,86.07524975013472
17,174.21981071680784,2.9975844699572547,25.8434463404119,3.071755133739067,1.2344220961690993,0.026546962857535786,3.2187054821989434,1.2861602202155626,0.028821377285230602,87.98187477912307,85.76315933714578,3.0168884771809488,1.2207790848555624,0.025977206288916678,3.205873136134974,1.28554903777375,0.028732493355912547,87.99786120802682,86.06972277619901
18,173.55107694864273,2.990239247005867,25.945755448192358,3.09264339229666,1.2355477853751105,0.026700393874113187,3.2280711923332865,1.2841425285269188,0.028822144424564062,87.9450821299071,85.67911497633969,3.0168884771809488,1.2207790848555624,0.025977206288916678,3.205873136134974,1.28554903777375,0.028732493355912547,87.99786120802682,86.06972277619901
19,172.2674906104803,2.9787208162271064,25.9363698028028,3.0887403129243043,1.232612776858465,0.026546349853857183,3.220890070856295,1.2804261794853238,0.028655358396891022,88.0598171018043,85.67363382237407,3.0168884771809488,1.2207790848555624,0.025977206288916678,3.205873136134974,1.28554903777375,0.028732493355912547,87.99786120802682,86.06972277619901
20,172.33028771355748,2.978497829192374,25.645365845412016,3.075388590759524,1.224618590770796,0.026441805242046944,3.211991824589935,1.275342000837076,0.028606118659353585,88.08208633685607,85.78234337602542,3.020295481956116,1.212130408695418,0.025866727951380446,3.194941879523504,1.2735010123361628,0.02850999079738743,88.10748650436913,86.0895277661353
21,171.15706868842244,2.9686998834309675,25.59230801463127,3.062846910291696,1.222890446074094,0.02631651897231999,3.2009117345950173,1.2741825149750199,0.02852478614941986,88.12565657934867,85.93124805875797,3.0076540472749826,1.2107471967261494,0.025745526127545205,3.19084723172638,1.2749166083154055,0.028452336327047766,88.1238448448033,86.18348632304242
22,170.6249321140349,2.9623481694902667,25.639666453003883,3.0647102514680173,1.224140112080521,0.0263717973847284,3.2026906988396022,1.2721803867322172,0.0285468914390501,88.10290323049142,85.81568706264959,3.0076540472749826,1.2107471967261494,0.025745526127545205,3.19084723172638,1.2749166083154055,0.028452336327047766,88.1238448448033,86.18348632304242
23,170.51143665239215,2.960321563352362,25.809382148087025,3.0874757696002813,1.22874609620448,0.026523738287477047,3.2199737780775717,1.2776897789755053,0.028657458310568217,88.03754786675252,85.74488882392707,3.0076540472749826,1.2107471967261494,0.025745526127545205,3.19084723172638,1.2749166083154055,0.028452336327047766,88.1238448448033,86.18348632304242
24,170.68545350432396,2.962794795049523,25.764109704643488,3.0761806237344334,1.2271601590662593,0.026418663807877097,3.217648776490402,1.2807501748231003,0.028694056178259698,88.01140572125695,85.68962052144045,3.0076540472749826,1.2107471967261494,0.025745526127545205,3.19084723172638,1.2749166083154055,0.028452336327047766,88.1238448448033,86.18348632304242
25,170.6752350963652,2.9616780247159835,25.894956830888987,3.083204908486517,1.2350002645602207,0.02647690670549288,3.2073634158010407,1.2796862188695335,0.028530300213723925,87.9886523723997,85.53386439625089,3.0076540472749826,1.2107471967261494,0.025745526127545205,3.19084723172638,1.2749166083154055,0.028452336327047766,88.1238448448033,86.18348632304242
26,170.46703543514013,2.9606137521047553,25.69624514505267,3.064105754451502,1.2271539976088703,0.026389090804917036,3.203738548891198,1.276904599158783,0.028560973557972304,88.01673097311716,85.73209946467396,3.0076540472749826,1.2107471967261494,0.025745526127545205,3.19084723172638,1.2749166083154055,0.028452336327047766,88.1238448448033,86.18348632304242
